Nazwa algorytmu;Czas dla tablicy posortowanej rosnaco; Czas dla tablicy posortowanej malejaco; Czas dla tablicy nieposortowanej; Ilosc akcji dla tablicy posortowanej rosnaco; Ilosc akcji dla tablicy posortowanej malejaco; Ilosc akcji dla tablicy posortowanej nieposortowanej; 
Bubble sort;8300;0;27400;4950;30900;2121
